regionId,regionName,date,percent
35,Tula Oblast,2002-04-01T00:00:00,25.0200
35,Tula Oblast,2002-05-01T00:00:00,26.3900
35,Tula Oblast,2002-06-01T00:00:00,25.4000
35,Tula Oblast,2002-07-01T00:00:00,25.3300
35,Tula Oblast,2002-08-01T00:00:00,25.8600
35,Tula Oblast,2002-09-01T00:00:00,24.9320
35,Tula Oblast,2002-10-01T00:00:00,24.3500
35,Tula Oblast,2002-11-01T00:00:00,25.6200
35,Tula Oblast,2002-12-01T00:00:00,25.1300
35,Tula Oblast,2003-01-01T00:00:00,23.7100
35,Tula Oblast,2003-02-01T00:00:00,24.2700
35,Tula Oblast,2003-03-01T00:00:00,23.8100
35,Tula Oblast,2003-04-01T00:00:00,23.6500
35,Tula Oblast,2003-05-01T00:00:00,23.4100
35,Tula Oblast,2003-06-01T00:00:00,22.7800
35,Tula Oblast,2003-07-01T00:00:00,22.2100
35,Tula Oblast,2003-08-01T00:00:00,20.4100
35,Tula Oblast,2003-09-01T00:00:00,20.6700
35,Tula Oblast,2003-10-01T00:00:00,20.0800
35,Tula Oblast,2003-11-01T00:00:00,19.7800
35,Tula Oblast,2003-12-01T00:00:00,21.0900
35,Tula Oblast,2004-01-01T00:00:00,19.6000
35,Tula Oblast,2004-02-01T00:00:00,18.8000
35,Tula Oblast,2004-03-01T00:00:00,19.3900
35,Tula Oblast,2004-04-01T00:00:00,18.0400
37,Tver Oblast,2001-01-01T00:00:00,33.8000
37,Tver Oblast,2001-02-01T00:00:00,29.3172
37,Tver Oblast,2001-03-01T00:00:00,29.2344
37,Tver Oblast,2001-04-01T00:00:00,36.8025
37,Tver Oblast,2001-05-01T00:00:00,28.5149
37,Tver Oblast,2001-06-01T00:00:00,26.5412
37,Tver Oblast,2001-07-01T00:00:00,30.2195
37,Tver Oblast,2001-08-01T00:00:00,27.1499
37,Tver Oblast,2001-09-01T00:00:00,29.3017
37,Tver Oblast,2001-10-01T00:00:00,29.9805
37,Tver Oblast,2001-11-01T00:00:00,31.1400
37,Tver Oblast,2001-12-01T00:00:00,27.3983
37,Tver Oblast,2002-01-01T00:00:00,26.7065
37,Tver Oblast,2002-02-01T00:00:00,28.1257
37,Tver Oblast,2002-03-01T00:00:00,26.8407
37,Tver Oblast,2002-04-01T00:00:00,27.0258
37,Tver Oblast,2002-05-01T00:00:00,26.9981
37,Tver Oblast,2002-06-01T00:00:00,26.5412
37,Tver Oblast,2002-07-01T00:00:00,26.3032
37,Tver Oblast,2002-08-01T00:00:00,25.4613
37,Tver Oblast,2002-09-01T00:00:00,23.8804
37,Tver Oblast,2002-10-01T00:00:00,24.5228
37,Tver Oblast,2002-11-01T00:00:00,24.0496
37,Tver Oblast,2002-12-01T00:00:00,24.5158
37,Tver Oblast,2003-01-01T00:00:00,23.9530
37,Tver Oblast,2003-02-01T00:00:00,24.0211
37,Tver Oblast,2003-03-01T00:00:00,23.2649
37,Tver Oblast,2003-04-01T00:00:00,23.2486
37,Tver Oblast,2003-05-01T00:00:00,21.8027
